ID,trait1,group,litter,genetic,omic1,omic2,omic3,omic4,omic5,omic6,omic7,omic8,omic9,omic10,genetic_direct,genetic_indirect,genetic_total
4356,-1.071095,45,217,-0.323174,-0.596246,-1.542162,-1.044353,1.944315,-0.006688,-0.564919,1.030700,0.591261,0.595169,0.184373,-0.323174,-0.345710,-0.668884
4357,0.627908,34,251,0.140285,0.546901,-1.434138,0.462114,0.606658,0.987425,-1.089593,0.444659,-0.388094,-0.815731,-0.470738,0.140285,-0.051107,0.089179
4358,0.007827,47,148,-0.272918,1.861746,-0.630430,0.276461,0.143691,0.942078,0.021444,-0.742049,0.683314,-1.091760,-0.962177,-0.272918,-0.225970,-0.498888
4359,-0.059120,18,255,0.014389,0.748203,-0.570571,2.030798,-0.013338,2.519380,1.064015,-0.174328,0.292078,-0.200158,-0.252060,0.014389,-0.213050,-0.198661
4360,0.167775,19,66,0.095246,0.822875,-1.296139,-0.965762,0.741172,2.496570,1.897104,0.486572,-0.751673,0.134404,0.007676,0.095246,0.130906,0.226151
4361,0.770612,25,270,0.205938,-1.044287,0.355576,-1.165399,0.324610,2.065871,-0.656443,-1.449662,-1.298987,-0.172453,0.915015,0.205938,-0.122167,0.083771
4362,-2.269258,15,154,0.232411,-0.683359,-0.051417,0.401504,0.174020,1.294554,-2.457840,0.199903,-1.071821,2.416750,1.982947,0.232411,-0.035336,0.197075
4363,-1.329607,46,88,0.723069,0.860912,0.326557,0.670548,1.219279,0.585866,-1.338828,-1.856946,0.703001,1.255673,-0.777603,0.723069,-0.442322,0.280747
4364,0.589311,37,171,0.627564,0.030056,-1.143947,0.847719,1.682123,-1.264782,0.221030,1.099226,1.016149,0.477364,-0.562009,0.627564,-0.385010,0.242554
4365,1.317436,35,20,0.074535,-1.059699,0.862597,0.725979,0.072819,0.153880,1.718293,-1.086751,0.316650,-0.537623,-0.402091,0.074535,0.492022,0.566557
4366,1.646247,35,159,0.751736,0.771965,-0.258585,0.014772,1.056272,-0.967366,1.455240,-1.286010,-0.306091,-0.761434,-0.901292,0.751736,-0.487225,0.264510
4367,2.902527,9,193,0.622510,-0.298208,0.091080,-0.752168,0.468396,-1.786311,2.460530,-1.023588,-0.515664,0.472055,-0.006212,0.622510,0.698085,1.320594
4368,0.074171,8,224,0.047441,1.979209,-2.117334,-1.395724,0.151241,1.321049,1.139589,0.796256,0.834715,0.324396,1.499653,0.047441,0.631014,0.678454
4369,0.948457,6,95,0.129545,0.986573,-1.061804,0.769033,0.501489,-0.775387,1.564064,1.244551,1.049402,-0.493932,2.184212,0.129545,0.834291,0.963836
4372,1.016886,21,266,-0.368777,0.791771,1.031579,-0.714284,-1.846975,-0.833890,1.478900,1.876137,-0.143496,-1.066031,-0.625431,-0.368777,0.275592,-0.093185
4373,-0.307547,35,238,-0.338119,-0.334460,0.309167,-0.488503,-0.926716,-0.769825,-0.916597,0.324591,0.118823,0.828075,-1.453038,-0.338119,-0.957719,-1.295837
4374,0.429107,25,206,-0.267936,-0.033123,-0.029019,-0.459964,0.032951,1.587315,-0.116658,-0.064213,-1.579588,-0.692760,-0.939694,-0.267936,0.581753,0.313817
4375,-0.111368,6,226,0.267924,0.544231,-0.628057,1.506023,-0.027970,0.951573,-0.390601,0.440412,-1.037217,-0.343880,-0.938521,0.267924,0.516865,0.784789
4376,-0.791793,47,129,-0.162276,-1.851342,0.389224,1.521883,0.120450,0.530280,0.136392,0.210237,-0.287065,-0.177970,0.633374,-0.162276,-0.052677,-0.214953
4378,2.168861,27,174,0.314966,0.907598,-0.319860,-0.690347,0.231675,-1.540670,-1.673713,2.348972,-0.298318,-0.496207,0.165736,0.314966,0.471092,0.786058
4381,-1.193432,45,93,-0.323788,1.548136,1.077927,1.934430,0.800756,0.951713,-0.423500,-0.079462,0.330139,-1.829797,-0.017274,-0.323788,-0.099209,-0.422997
4382,3.459296,25,205,0.391800,-1.903746,-2.476268,-0.101698,-2.484777,1.110240,0.585832,-2.335532,-1.135018,-0.323888,-2.200712,0.391800,0.451379,0.843179
4383,1.245244,33,169,0.433496,-0.236148,-0.858662,0.461957,-0.060821,-0.578177,2.178399,0.655336,1.668959,-0.220012,-1.557874,0.433496,0.356197,0.789693
4384,0.154078,37,91,-0.852636,-1.318246,-0.013891,2.088973,0.085012,-0.886539,0.679381,-0.365923,-0.113853,-1.416817,-0.568882,-0.852636,0.225232,-0.627404
4385,0.435112,4,244,-0.166504,0.576040,1.366358,-1.231017,0.488413,0.319296,-0.891642,-1.391975,-0.554600,-2.251000,-1.174081,-0.166504,0.629757,0.463253
4386,1.744463,15,190,-0.270495,0.060882,-0.390759,-1.072600,-0.420276,0.633603,-0.016692,0.132128,0.309399,-1.124389,0.509440,-0.270495,0.833105,0.562610
4387,-0.401038,44,73,-0.558140,0.680728,1.319974,-1.423736,-0.330528,0.564696,1.176885,-2.077082,0.471672,-0.316914,-0.553233,-0.558140,0.367207,-0.190933
4388,-0.148898,16,232,-0.540087,-2.031705,2.031370,0.014821,0.876278,-0.622826,0.748959,-0.260974,0.590430,-1.688536,-0.938443,-0.540087,0.151149,-0.388938
4391,-0.761705,1,167,0.514284,-1.845673,0.988799,0.636510,0.358928,-0.645367,-1.475252,-0.854609,-1.003057,1.981056,0.848320,0.514284,-0.591408,-0.077124
4392,0.752895,28,133,-0.143647,2.069453,-1.116140,0.540503,1.230072,0.684981,0.961318,-0.163146,-0.637565,-1.323049,-0.241737,-0.143647,0.124172,-0.019475
4393,-0.034563,43,170,-0.794159,-0.746181,-1.211883,-2.490814,-0.102272,0.550382,-0.827679,0.284062,0.103970,0.312835,1.230758,-0.794159,0.255421,-0.538738
4394,-1.306253,31,212,-0.220528,0.021178,-0.343312,1.576856,2.134562,0.427365,0.637856,-1.430959,-0.841055,-0.989795,0.314053,-0.220528,-0.107456,-0.327984
4396,2.031296,26,159,-0.056406,-1.104698,-0.568205,1.006155,-1.086680,-0.927565,0.508967,-1.339836,0.638461,-2.189277,1.165058,-0.056406,0.778789,0.722383
4397,0.003233,7,115,0.331415,-0.834623,-0.453152,0.978754,1.410273,-0.962501,-0.734406,-0.715932,0.078129,0.344199,1.168681,0.331415,-0.020193,0.311222
4398,-0.306079,34,127,0.731617,1.075292,-0.308528,-0.009278,0.731451,1.882349,0.439497,0.127472,0.293753,1.317797,0.209095,0.731617,0.167358,0.898975
4399,1.671484,2,253,0.463236,-0.162263,1.121687,-0.057855,-0.812079,0.491843,2.583292,2.179347,-0.451810,-1.375816,-0.344472,0.463236,-0.003949,0.459288
4400,3.464876,34,120,-0.109106,-0.906710,-1.141576,-1.804465,-1.014547,-0.001016,-0.705201,-1.818606,0.910441,-1.885704,0.995622,-0.109106,1.172901,1.063795
4401,2.415839,34,90,0.190644,-0.072018,-1.161031,-0.504849,-0.798525,-0.120898,-0.959481,-0.130563,0.047067,-0.732449,-0.257922,0.190644,0.828617,1.019262
4402,-0.618074,40,65,-0.290404,-0.772162,0.396603,0.350695,0.059866,0.229277,0.101800,0.454279,-1.059386,1.285536,1.668615,-0.290404,-0.948164,-1.238568
4403,-2.584290,18,277,-0.223798,-0.557883,0.291711,1.445559,1.058120,0.105920,-1.585692,-0.484741,-0.342224,0.643550,-1.362952,-0.223798,-0.786816,-1.010613
4406,-0.384082,34,60,0.078899,0.777170,1.632785,1.476926,1.006856,-1.156346,2.161482,1.145284,-0.359087,-0.916117,0.504180,0.078899,0.304829,0.383728
4409,-3.475640,12,186,-0.599993,0.294329,1.474025,0.997092,0.838616,1.124159,0.114498,0.379063,0.253356,1.666478,0.834332,-0.599993,-0.483187,-1.083180
4411,0.528011,15,158,0.201337,-0.477757,0.199308,1.085037,-2.204609,2.196081,-2.250700,0.155387,-0.156291,-1.295758,-0.085111,0.201337,-0.948319,-0.746981
4412,2.838283,22,159,0.634270,-0.911392,-0.427942,-0.847682,-1.488192,0.388396,-0.480032,-0.667979,-1.513467,-0.275278,0.253696,0.634270,-0.245968,0.388302
4413,-0.679190,26,54,0.088985,-1.267308,0.238246,1.282366,-0.530248,-0.722769,-0.958040,1.159018,-0.165460,0.685106,-0.048415,0.088985,0.102662,0.191647
4414,-0.929825,41,296,-0.008687,-1.393512,0.345392,-1.578561,1.798437,-0.900831,-0.049680,0.956953,1.664005,1.255595,1.618729,-0.008687,-0.126290,-0.134977
4415,-1.444585,41,55,0.145326,0.320711,1.717453,0.674231,0.106163,0.430760,-1.217492,0.482991,-1.048056,0.651673,1.137304,0.145326,-1.981848,-1.836523
4416,-1.102785,43,236,0.250862,0.287823,0.107845,0.625761,2.212657,-1.831273,-2.918137,0.763418,-0.226206,0.207534,1.091522,0.250862,-0.253179,-0.002317
4418,-1.850971,14,290,-0.363346,-0.203486,0.242156,-0.027010,0.633841,1.509328,-0.447519,-0.115685,-0.122168,0.175877,0.550286,-0.363346,-0.861614,-1.224960
4419,-1.481505,5,86,0.102628,1.693183,0.422818,1.177773,-0.324230,0.162681,-1.671209,-0.120895,0.705099,-0.724964,1.479281,0.102628,0.960192,1.062820
4420,1.910675,36,259,-0.134996,-0.511174,0.043526,-0.096981,0.703481,-0.384824,0.571907,-2.232104,-0.202747,-1.107309,-0.169513,-0.134996,1.573874,1.438878
4421,-0.447677,20,266,-0.012229,-0.358533,-0.717142,1.941691,0.460812,1.262894,0.108506,-0.215050,1.586718,-1.342631,0.771396,-0.012229,0.747584,0.735354
4422,-1.611013,16,144,-0.261471,-0.230603,-0.025907,-0.291253,1.519297,-0.415988,1.496453,1.988031,0.511167,-0.753746,-0.365997,-0.261471,0.601582,0.340110
4423,0.275888,0,50,0.121344,-0.988203,-1.662685,1.922989,1.208043,-0.075109,0.043810,-0.189792,-0.487290,-0.706979,0.264796,0.121344,0.143038,0.264382
4424,-0.313005,8,234,-0.169015,-0.191183,-0.564977,1.022931,-0.052591,1.243847,1.867565,0.870026,0.342099,-0.174960,1.350783,-0.169015,-0.030871,-0.199886
4425,0.608050,28,250,-0.227013,-1.971717,0.187796,0.115641,-0.571967,-0.829671,1.242413,0.999271,-0.091942,0.132014,0.980246,-0.227013,-0.113555,-0.340568
4426,0.762969,44,53,0.248640,0.998297,-1.496134,0.172838,-1.477005,0.862407,-0.281748,1.437162,1.422875,-0.403578,-0.631907,0.248640,0.089798,0.338437
4427,-1.989337,32,173,0.174169,-0.236856,-0.332251,2.397293,0.237345,-1.260202,-2.001867,0.111001,0.179831,0.965031,-0.887432,0.174169,-0.757157,-0.582988
4428,-0.461545,12,2,-0.095902,-0.078699,0.015512,0.069231,1.653494,-1.353056,-0.366073,0.612407,0.093049,-0.119262,-1.360133,-0.095902,-1.325304,-1.421206
4429,-0.840903,28,144,-0.284095,-0.145168,0.940237,0.556071,-1.449372,0.716665,1.053102,-0.676937,-0.011138,0.462185,0.695612,-0.284095,-0.737110,-1.021205
4430,0.124532,17,249,0.155510,-1.253152,0.162903,-0.054668,-0.966493,-0.493464,0.350057,-1.281947,0.261597,-0.876629,-0.175071,0.155510,0.271869,0.427379
4431,-0.863483,0,269,-0.218832,-0.822822,0.495592,0.614503,-0.021733,1.130818,-1.068871,-0.538622,-0.747846,-1.260807,-0.411851,-0.218832,0.189018,-0.029814
4433,1.229808,0,98,0.041196,1.713180,0.592773,0.838353,-0.141394,-0.178255,0.988940,1.306862,-2.061532,-1.439865,-1.257339,0.041196,-0.527769,-0.486573
4435,-0.409976,48,275,-0.616055,0.173433,1.905695,-2.349908,-0.145535,1.501881,-0.714055,-1.441990,-1.046664,0.070839,-0.522074,-0.616055,-0.419186,-1.035241
4436,-0.970683,38,81,-0.109689,-0.298602,1.770843,-0.919581,0.377912,1.370351,-0.264328,0.355684,0.280135,0.315828,-0.390795,-0.109689,-0.690180,-0.799870
4437,0.496794,25,133,-0.244998,-0.597154,0.104064,-1.206334,2.329532,-0.545241,-0.315490,-0.321436,-0.868958,0.985393,0.795798,-0.244998,-0.083437,-0.328435
4438,-2.780114,6,199,-0.192384,-0.569300,0.746901,2.193476,2.075539,0.085309,-0.241702,-0.336122,-0.088442,0.822035,-0.133768,-0.192384,-0.183492,-0.375876
4439,1.717714,2,79,0.055351,1.541723,-0.390690,-0.700504,-0.525498,0.964676,2.181794,0.698291,-1.312185,0.247569,-0.579336,0.055351,-0.085543,-0.030192
4440,0.084614,44,289,0.034193,0.512476,-0.288667,0.730274,-0.324043,0.818182,0.668721,-0.275519,0.630270,-0.738768,-0.386310,0.034193,0.804744,0.838937
4441,0.200412,20,64,-0.492237,-0.418353,0.554084,2.216478,2.201514,-1.276494,0.343599,0.174229,-0.359075,-1.093497,0.509592,-0.492237,-0.206262,-0.698498
4442,-2.874905,26,163,-0.114052,-0.869370,1.730698,-0.269585,-0.012473,-0.230647,-0.141724,1.385240,-0.965280,0.091681,-1.377608,-0.114052,-1.163450,-1.277501
4445,-4.308644,33,7,-0.201193,1.470138,0.748242,1.397435,0.966123,0.195738,0.064172,0.945068,-0.429309,2.319196,1.236097,-0.201193,-0.093703,-0.294896
4446,-0.868741,10,121,-0.439956,-0.715933,1.068062,1.339952,0.599937,0.107974,0.316344,0.004553,-0.868834,-1.338192,-0.480645,-0.439956,-0.658667,-1.098623
4447,1.345883,26,91,-0.226852,-1.432187,0.522698,-2.102098,1.261412,-0.984612,0.099015,-0.937429,0.311340,-0.754962,-0.717728,-0.226852,0.743271,0.516419
4448,1.279786,26,22,-0.162524,-0.486012,0.612951,-0.070233,0.197767,-1.081390,0.011296,0.295838,-0.647242,-0.629043,-0.652434,-0.162524,-0.417899,-0.580423
4449,-0.234342,23,296,-0.475247,-0.449274,-1.543438,-0.054086,1.055368,-0.697372,-1.033266,0.431991,0.626982,-0.123656,-0.995452,-0.475247,0.182864,-0.292383
4450,0.731856,34,13,0.120676,-0.031792,0.341694,-1.537192,1.747412,1.720185,-0.647855,-0.742763,-0.447442,-1.623589,0.115052,0.120676,-0.192979,-0.072304
4451,-2.054946,33,282,0.012624,0.514767,3.013522,-1.379739,-0.416828,0.445098,-0.814126,-0.816135,-0.461598,1.066102,-0.265282,0.012624,-1.392961,-1.380338
4452,-0.524229,32,6,-0.509866,0.327204,0.282631,1.032174,-1.208301,1.036759,-0.115881,0.392357,-1.322795,0.374328,-0.403441,-0.509866,-1.357288,-1.867154
4453,-3.634885,0,170,-0.512881,0.448103,-0.939222,1.693772,0.827226,2.303749,-1.676193,1.836263,-1.720170,1.531638,0.364842,-0.512881,-0.297009,-0.809890
4454,-2.011623,12,233,-0.486366,0.761778,1.062648,-0.215998,-0.321684,-0.616564,-0.470920,1.149884,0.236801,-0.187627,1.307837,-0.486366,-1.051010,-1.537377
4455,-1.308179,25,268,0.109262,0.241923,2.207877,0.338015,-1.595758,-0.417048,-1.013219,0.826540,-1.659559,0.762189,1.265295,0.109262,-0.885855,-0.776593
4456,-2.156209,47,245,-0.298400,1.451236,-0.070142,0.522560,0.396455,-0.573495,-0.120224,2.089152,-0.141044,-0.268767,-0.119741,-0.298400,-0.605947,-0.904347
4458,-1.546156,41,79,-0.347750,0.249733,-0.981301,0.219369,0.789134,-0.966261,-0.299772,0.483073,-0.450039,1.142651,-0.925941,-0.347750,-0.906361,-1.254112
4459,0.616596,3,97,0.359481,1.716926,-1.100737,-0.954310,0.268706,-0.088353,0.824097,-0.782315,-1.900998,1.661481,-1.632193,0.359481,-0.462600,-0.103120
4460,-0.916461,34,32,0.188596,-1.362736,0.029267,0.786623,-1.098280,-1.043003,-1.040711,2.495606,-1.031871,0.953610,-0.625940,0.188596,-0.989377,-0.800782
4461,-0.814657,48,217,0.880136,-0.475433,0.425865,0.406284,0.242367,0.129789,-0.271502,2.275626,-0.750825,0.531202,0.925171,0.880136,-0.647236,0.232900
4462,1.623574,10,104,0.058518,0.546356,-0.550198,-1.931057,1.256629,0.758893,1.285082,-0.643177,-0.190641,-1.179396,-1.406896,0.058518,0.452621,0.511139
4463,-0.141795,45,239,0.027976,-2.433873,0.210296,0.076602,-0.070444,0.291511,-1.448720,-0.810520,-0.560266,-0.802916,0.642852,0.027976,-0.220754,-0.192778
4464,-1.061849,10,57,-0.038224,0.217810,-0.136468,0.306045,1.962121,0.904606,-1.825809,0.987096,-0.185618,0.555353,0.283349,-0.038224,-0.411842,-0.450066
4465,4.072569,23,137,0.091958,1.255921,-1.295323,-1.919272,-2.843120,-2.046922,1.327348,1.509206,0.519991,-0.900634,-0.608804,0.091958,1.850567,1.942525
4468,1.665820,44,34,0.233541,-0.430693,-0.344293,0.079551,0.445115,0.123196,0.229181,0.655471,0.010512,-1.115070,0.884084,0.233541,0.483225,0.716766
4469,-0.412715,37,287,-0.030859,-0.870060,0.687321,0.555885,-0.480853,1.231751,-1.225923,-0.017383,-0.187744,-0.718107,0.611987,-0.030859,0.457815,0.426956
4471,0.456777,49,64,0.073639,-0.517389,-1.019023,-0.165452,-0.168875,-0.516752,-0.349000,0.743823,1.368037,-0.185439,-0.881529,0.073639,-0.066682,0.006958
4472,0.930106,29,68,-0.014435,0.049495,1.219708,-1.851347,0.098701,-0.102635,-0.611863,-1.430423,0.033826,-1.195149,0.160661,-0.014435,0.892543,0.878108
4473,-1.355984,44,157,0.098135,0.668798,0.679644,-0.017577,0.297020,-0.884495,-1.260428,-1.236672,0.433110,0.823825,-1.349649,0.098135,-0.627433,-0.529298
4474,0.538650,9,286,-0.005750,-0.606669,0.862574,-0.244483,-0.729145,-1.180177,0.954765,0.570014,-1.201384,-0.419845,0.241629,-0.005750,0.365995,0.360245
4475,1.563775,49,121,0.284415,1.044954,0.608474,0.113908,-1.573489,0.135740,1.258880,-0.502653,1.290971,-1.340056,-1.016296,0.284415,-0.147043,0.137372
4476,-0.277624,19,298,0.080610,-2.282024,0.856166,0.792134,1.178678,-0.975563,0.798410,0.902146,0.463718,1.054669,0.102303,0.080610,-0.770305,-0.689695
4478,2.720195,12,286,0.605977,0.201480,-1.134377,-1.504104,0.527220,0.870485,-0.321934,0.614828,-0.367473,-0.469306,-0.176063,0.605977,-0.955453,-0.349476
4480,-1.830990,37,276,-0.081800,-0.805009,0.881339,0.412073,0.289554,1.319927,1.376331,0.678828,0.875617,-0.329820,-0.031480,-0.081800,0.254982,0.173182
4481,2.186764,39,165,0.122994,0.355933,0.567607,-1.397182,-0.401726,-1.204057,1.464421,-0.954393,0.154100,-0.382388,0.918153,0.122994,1.938017,2.061012
4482,1.514840,22,45,0.247102,1.081173,-0.817949,-0.716196,-0.964042,3.681037,0.024008,0.349076,-0.572386,-1.068279,1.164174,0.247102,0.631728,0.878830
4484,1.351224,49,117,-0.100576,-1.759185,-1.050276,-0.350635,-0.767769,0.529302,0.470964,0.548723,0.061396,-0.192267,1.558789,-0.100576,0.005728,-0.094849
4485,2.690234,15,184,0.397960,-1.781060,0.637083,-1.079920,-1.817904,0.177848,0.145278,-0.793721,-0.590244,-1.970774,-0.052054,0.397960,0.517616,0.915576
4486,1.783489,22,233,0.194812,-0.146558,0.547579,0.270469,-1.009460,1.208563,0.650438,-0.412804,0.727631,-1.288772,0.277050,0.194812,0.953289,1.148102
4487,1.174671,9,263,0.476572,0.238923,-0.419965,-0.518737,-0.613645,0.757680,-0.670676,0.514077,-0.303053,-1.257382,0.441114,0.476572,0.654685,1.131257
4488,0.159990,41,110,-0.032397,0.029205,-0.976853,1.193116,0.081545,0.853864,0.741685,-0.009140,-0.520903,-0.332709,1.405474,-0.032397,0.057683,0.025286
4489,0.344550,41,264,0.053246,-0.020057,0.101148,0.879076,-0.576382,-0.502553,0.520257,1.122412,-1.238835,0.275917,1.409010,0.053246,0.600276,0.653522
4490,0.611226,27,41,0.370694,0.053929,-0.288902,-0.182927,1.434171,1.423818,-1.192821,-0.386869,-1.553024,-1.273756,-0.056421,0.370694,0.524697,0.895390
4491,0.420537,42,13,0.269269,-1.514247,0.095901,-0.077583,-0.580035,0.359815,0.501637,0.012569,-2.034328,-0.582793,-0.643088,0.269269,0.548688,0.817957
4492,-0.348426,35,249,0.200571,-1.223272,2.539237,-0.215793,0.274882,1.206865,-0.659219,0.578008,0.013932,0.178517,-1.954723,0.200571,-1.773289,-1.572718
4493,1.522528,23,106,0.127497,0.173716,1.023977,0.717852,1.563869,0.053390,0.748109,-1.389819,-0.528390,-1.072336,0.278535,0.127497,0.048725,0.176222
4494,1.567782,37,209,0.334382,-0.402796,-1.211799,-1.122173,1.729928,0.521258,-1.013439,-1.010095,-2.388511,-0.260088,-1.049387,0.334382,0.321403,0.655785
4495,-0.415962,5,139,-0.157297,-0.561247,0.056577,0.050241,1.173770,0.538080,-0.744596,-0.133136,0.469885,-0.902562,-1.289359,-0.157297,-0.256013,-0.413310
4496,-2.696230,48,29,0.432568,-0.074647,1.258901,-1.611838,1.908164,-1.452871,-0.222325,1.541672,-0.698899,2.420700,-0.603067,0.432568,-0.532148,-0.099581
4497,2.826558,43,152,0.516098,0.049919,-1.623109,-0.353086,-0.588565,-0.256695,0.325048,0.908084,0.575617,-0.876203,-0.840448,0.516098,-0.029131,0.486967
4498,-1.217898,20,80,0.172553,1.751923,0.356603,1.468474,-0.902591,-0.014265,-1.200371,1.619346,-2.226374,0.853372,0.785577,0.172553,-0.286087,-0.113534
4499,-0.190993,41,21,-0.427969,-1.812532,1.227147,-0.733270,-0.336589,-0.142033,-0.428245,-1.412371,0.683247,0.532166,-1.842993,-0.427969,-0.020941,-0.448910
4500,0.470054,32,49,-0.194984,-1.820408,1.684479,-2.143033,0.643133,-0.051805,-1.828043,-0.513155,-0.698044,0.153435,0.940859,-0.194984,0.485005,0.290021
4501,2.044718,17,168,-0.026942,0.635157,-0.963752,-1.528945,-1.771821,0.237488,-2.310336,-1.782486,-0.645555,0.260440,1.959548,-0.026942,0.829032,0.802090
4503,-0.810913,5,36,0.151801,2.344337,-0.260353,-0.375469,-0.446500,-1.075104,1.148604,1.129343,0.446963,-0.195462,-1.396579,0.151801,-0.262198,-0.110397
4504,-0.545076,35,61,0.276306,0.313868,0.695571,-0.640856,-0.574252,-0.961112,-0.714193,0.691181,-0.916301,0.535073,-0.887294,0.276306,-0.212922,0.063383
4505,0.417302,17,172,0.553647,-0.615094,0.460178,0.516580,-0.583430,-0.804714,-0.345776,0.611116,-0.508810,-0.122829,-0.824966,0.553647,-0.402739,0.150908
4506,0.224840,33,154,-0.427591,-1.945155,-1.355579,0.028017,-0.404903,0.327972,-0.679625,0.171771,-0.609817,-0.759004,0.318940,-0.427591,-0.058657,-0.486247
4514,-0.557051,37,131,0.227208,0.464457,-1.151868,0.764892,2.012999,0.286473,-0.042668,-0.728058,-0.643602,0.625300,-1.029159,0.227208,-0.576026,-0.348818
4515,-0.253461,2,22,0.031543,-1.101276,0.517058,-0.010944,0.451869,-0.395160,0.161229,-0.553008,-0.027785,0.169730,1.420007,0.031543,0.778428,0.809971
4516,-1.093975,11,282,0.272273,1.861970,1.070490,-0.018352,-0.164368,-0.178965,1.655248,0.995605,-0.114055,1.089888,0.366524,0.272273,-0.404111,-0.131838
4517,0.841020,49,264,0.482122,1.862258,0.258963,-2.087370,-2.286433,3.112495,0.132178,-0.165894,-0.909349,0.708767,-1.005170,0.482122,0.241624,0.723747
4518,0.581447,34,11,-0.098839,0.599241,-0.239517,0.361306,-0.826963,-1.153804,1.018123,-0.659302,-1.949561,0.209579,-1.586598,-0.098839,-0.083619,-0.182457
4519,1.047461,31,94,0.317870,0.546486,2.032753,1.058970,-0.433287,-0.596628,1.009993,-0.470741,0.316167,-0.116446,1.070521,0.317870,-0.565574,-0.247703
4520,-0.709755,35,11,-0.032532,-0.053367,1.037804,0.099444,0.147156,-0.622275,0.677409,-0.862978,-0.609640,0.989060,0.848243,-0.032532,-0.063697,-0.096229
4521,0.340096,22,233,-0.169128,1.992600,-0.173722,0.108460,-0.016373,-1.590975,0.785347,-2.156202,0.793032,0.993153,0.278810,-0.169128,-0.967011,-1.136139
4524,1.016644,31,146,0.080774,-0.117604,-0.476507,0.256285,0.466531,0.740944,0.666284,-0.355431,-0.242738,-1.404297,-0.246410,0.080774,-0.054202,0.026572
4525,-3.538152,13,164,0.067670,0.303061,-1.340680,2.560007,0.339300,0.947590,-0.645475,-0.165686,0.260019,2.193200,-1.685346,0.067670,-0.381267,-0.313596
4526,-1.074213,42,65,0.154814,0.509689,1.373419,0.794836,0.722701,-0.029035,-0.026572,-0.102931,-0.811929,0.222352,-2.481474,0.154814,-0.536002,-0.381189
4527,1.843924,21,176,0.154360,0.304276,-0.696666,0.981171,0.227373,1.124152,0.759641,-2.385290,0.787094,-0.271450,-1.000017,0.154360,-0.017634,0.136725
4528,-1.352944,48,191,-0.074222,2.081483,-0.792648,0.494397,0.315285,0.480460,-0.299609,-1.462040,-0.649733,1.908771,0.099717,-0.074222,0.382906,0.308685
4529,0.803859,40,215,0.282199,-1.371237,-0.648618,-0.496443,1.293255,-1.231407,-2.012383,-1.732620,-0.738259,-0.816887,0.265169,0.282199,0.335052,0.617251
4531,-0.242073,35,137,-0.345419,0.304220,-1.612241,0.903367,-0.405959,-0.284349,-1.057312,1.180370,-0.112651,-0.453229,-0.768177,-0.345419,0.594061,0.248641
4532,-0.741124,27,6,0.240615,0.071847,1.465560,1.453677,0.041010,-2.739999,-0.912694,-1.754505,0.231521,1.627464,-1.556777,0.240615,-0.598571,-0.357956
4533,-0.361569,41,287,0.006169,1.081453,2.796354,-0.734678,-2.286121,-2.072754,2.783636,2.184164,0.732622,0.507606,1.164355,0.006169,-0.275593,-0.269423
4534,-0.405142,7,65,-0.128195,-0.463329,0.324852,-0.276842,-0.664843,0.076273,1.652831,1.081006,0.860968,0.589384,-0.418972,-0.128195,0.191588,0.063392
4535,0.760902,9,139,0.493262,1.163164,-1.446552,0.313681,1.180109,0.111387,0.908719,-0.012503,-1.330308,-0.642382,-0.280572,0.493262,1.566317,2.059579
4536,-0.621194,45,95,-0.293941,-0.854091,-0.074500,-0.739337,-0.345484,-0.281423,-0.464220,-0.435737,0.470339,0.878471,0.909615,-0.293941,0.660401,0.366460
4539,0.711964,43,146,0.300796,-0.984810,-0.256665,1.039596,-0.321648,0.209494,0.412414,-0.206777,0.758569,0.725559,0.018950,0.300796,-0.525439,-0.224643
4541,-0.015461,30,19,-0.107002,2.205892,1.288252,-0.097262,-0.922434,0.349860,-0.351182,0.588586,-1.108083,1.025873,-0.115856,-0.107002,-0.255886,-0.362888
4542,-1.751617,22,59,0.094513,1.868925,0.704694,-0.241241,-0.050865,2.210918,0.077375,0.771955,-1.056054,1.057761,-0.408989,0.094513,-0.605415,-0.510902
4543,-2.207133,36,20,0.501866,-1.461161,0.123478,2.608246,-0.597640,1.090689,-0.122479,-0.250597,-0.807899,1.381357,-1.044954,0.501866,-0.562228,-0.060362
4544,0.056424,8,157,-0.111888,0.618959,-0.253803,-0.968114,0.029403,0.066987,0.242637,1.201179,-0.432554,0.705893,-0.955632,-0.111888,-0.042204,-0.154092
4545,0.057424,44,137,0.177479,0.662876,0.157158,-0.973318,1.474648,-0.188980,1.614059,2.257285,1.243941,-1.157988,-1.665878,0.177479,-0.646066,-0.468587
4547,0.500601,23,242,-0.210861,-0.034042,-1.887507,0.989390,1.397007,1.359544,-0.658182,0.889197,-0.069520,-2.177498,-1.211069,-0.210861,-0.450680,-0.661541
4548,0.771850,44,248,-0.175151,-0.740849,-0.624001,-0.004433,0.096108,1.932472,-1.359823,0.058231,-0.421174,-0.712607,-0.381292,-0.175151,-0.321877,-0.497028
4549,-1.449073,34,245,0.075737,0.504214,1.389936,0.277356,-1.370803,1.231549,-0.576005,1.084207,0.210031,-1.062670,-0.514876,0.075737,-0.927768,-0.852030
4550,0.395490,31,147,0.625356,-0.175206,-1.664267,0.539773,2.478673,-0.787357,-0.719717,0.390617,0.210264,-0.462607,0.085209,0.625356,-0.524033,0.101323
